date,amount,description
23/04/2021,22.55,RcTwdkXGwH paycheck mSgfV
19/08/2022,-57.31,YJdzhZzfxF nabu casa dFvaB
04/11/2020,7.68,xuqAyBdaMq paycheck RQRdv
05/02/2022,-15.34,ZPfbLcfGeh greggs ltuIC
10/06/2021,69.48,YLceExXzPO paycheck VYDCw
21/05/2021,-67.73,ZmlrXkqMUi metrolink lWzrm
07/05/2022,-40.72,lzqhWrMvyP british gas VeTDJ
24/07/2022,45.82,ALXBZcrPlL birthday gift AXGvk
17/06/2021,68.96,fiyiWydlTT paycheck TFpXm
13/12/2021,5.1,wXshjRqAmf salary CAtuN
28/01/2022,-38.18,BBYaRePBfk coop Ijonf
26/09/2022,18.19,ImmkMqhkYX salary hTfhh
15/02/2021,-79.39,yfsJeDiZTO cash YeHUx
29/08/2022,-23.42,YBUUDkekzt sainsbury lOEnP
26/01/2022,-31.9,ZaxpbJuusS etoro rZmmy
09/04/2021,23.0,NmYsjJDfmO birthday gift PURAa
30/10/2021,10.58,lXnZHaUYHk salary jJUQG
06/12/2021,-64.62,qlFjFsSqWp gym fMdET
27/09/2022,-83.86,IdrnqnASlD spa vKHHf
06/10/2022,19.93,IdHYyanFOC paycheck pjZXU
22/06/2021,4.95,ZBaLlDYIci birthday gift TnyqG
18/12/2020,-10.06,ksIrIbqeSp trainline cOIQY
22/08/2021,-45.36,ojqaojNHfP cinema gbyhB
12/06/2021,30.81,twOTTghBiR paycheck HbJAw
04/10/2021,-79.33,yJtMvGHJKw vodafone WjaWM
15/05/2021,-71.9,JOJJvtLfbi metrolink nSetJ
21/07/2022,1.88,ynnOaLhAUh salary odMPb
20/01/2022,79.03,BKOAxWRnUd birthday gift hhRKA
11/03/2022,-69.27,AMaISsPWeB trainline Hcqcu
17/06/2022,30.97,fRLJXbphSd paycheck pzDOZ
01/09/2022,-21.11,vVawfbFpnI asda epWej
01/05/2022,73.91,BKISmuqjwZ salary XHxal
13/10/2021,9.99,kUnkOfpzku paycheck YiEfC
28/11/2021,4.76,ymCnIDUabM birthday gift qQwAE
18/03/2022,-51.36,pBWKLzheIY tesco mobile VvKBW
20/07/2022,4.74,bBzDAgTKql paycheck MncSo
01/10/2021,-23.77,dmIENPLyux bt GMmjg
24/10/2020,-7.78,ZVpZDeasIC slug & lettuce IuzdI
30/10/2020,-17.17,kNYncwDVIX vodafone ZMaSS
24/01/2022,-7.24,yQHUZKfrnw cash bcllx
22/04/2022,-46.33,xWAAhPFgoS tfgm vohnj
14/09/2022,15.55,hfuOmIIpAL birthday gift PYUiU
04/04/2021,-48.14,rBdFvzVKuz edf energy tKucN
22/02/2022,25.96,ZcVpstWpTz salary RteND
02/11/2021,-15.82,CFLTWOpDHx apple JPLzX
03/02/2021,13.63,hHLeHiVOmG birthday gift cjyNF
29/04/2021,-9.91,MDCkjQWBNE asda HvlzF
12/11/2020,-53.02,WbgRyJzPzx spa wRtQc
26/02/2021,34.56,jxZNAEwoEJ salary kkEeE
15/03/2022,-13.76,baInZSUCjk shell YqCOL
08/03/2021,23.75,bhOJCKcbYc paycheck togTW
17/06/2021,-13.92,sSbXvlnufO apple lHzor
28/08/2021,89.81,TuHlBkaBvR paycheck GVhbJ
27/10/2021,-18.85,wclnzVAAmT coop MfaOT
10/01/2021,-9.82,QFlbUOVPrV vanguard iDxtt
12/06/2021,-16.15,ozSSgLkHsj sainsbury GLJFF
27/03/2021,-1.52,iOZpnywTyO slug & lettuce LIaME
25/10/2021,-25.08,iXjLEfxJus coop dmMmN
09/03/2022,9.24,JVPSGnKUMq birthday gift ZdNZS
10/02/2021,-41.64,qSYrlLBzee bt gLsTH
18/01/2022,-1.09,SUbJVrYYTT three RlCgk
01/04/2021,-26.98,OlWmCOEnLD british gas NEKVj
26/05/2022,48.0,pTRUOuOJhL birthday gift umwMs
21/01/2021,27.77,GbbIOJMDdh birthday gift CJTob
27/06/2021,-21.78,eWmEaBqrku mcdonalds Eyzqb
06/05/2021,8.59,adAdvGIcyq birthday gift XePdw
20/03/2021,-31.94,TQbgPadRTc fitness GqeAy
28/06/2021,-91.82,GKrKHKgvSa amazon DeZqP
05/07/2021,29.91,VWGjhmTibR salary Fsata
13/12/2021,57.16,iIkvaENrty paycheck jszMd
26/11/2020,-47.97,bOKCvUnafZ ee mobile HzrbR
04/10/2022,-5.12,yiVzPCRAGN cash FJWmZ
23/01/2022,-17.19,XcBIKeDxfz sainsbury PVTDM
09/10/2022,-5.76,YOEhANnNYH tesco FHAMR
18/07/2021,-69.76,FRuJCztKeo sainsbury kDqWv
07/06/2022,65.16,GoJVjUKIwg paycheck pQRfB
30/09/2022,-27.99,HwUYVpxswH m&s DQpuz
19/12/2021,8.93,vUKMyApPEO birthday gift WArVu
30/08/2022,12.98,rqgoubywye salary kMSBX
21/01/2022,19.6,UZSguXCeWc salary yBFtH
02/08/2022,-25.11,MfntAgtzZT etoro IDaVA
11/06/2021,-5.99,CuBJEVtOOp energy ZRZbH
26/03/2021,-15.96,dGIpYHCoxJ nabu casa EMiJn
04/02/2021,-42.54,gfPWJBDwSc amazon gtksx
10/03/2021,3.26,THtGZchvSt salary tCFlJ
04/04/2022,-92.31,yLiFGoXSTV bowling hgjSk
03/11/2021,9.1,zAgxLGilbS birthday gift cNwoE
05/03/2021,-58.27,zwWkUzOPXZ tesco mobile ZoAsZ
21/01/2021,-23.57,cbnpFPsTIG amzn IGDFb
17/11/2021,-25.09,DcJYWfMiTr bowling YRqSx
05/05/2022,32.16,DDNVmgxTvB paycheck kQaUX
23/07/2022,29.48,XgNwkRzMCr birthday gift QCgcS
05/02/2022,12.31,kBKNOsdlLI salary acwGf
07/11/2020,-40.87,gLqwpVPKwh amzn KsInl
04/05/2021,-27.94,nqzoiGGZnd vanguard ZLLgG
08/09/2022,-14.17,tEuyBTFdRC asda lfrdp
22/09/2022,42.68,obkXfoHzJl birthday gift ObjSH
17/06/2021,-29.64,IpkzoZyLSD bus oNmJQ
10/10/2020,5.18,rIYmxOuuIh birthday gift yBBkq
09/01/2022,1.18,tcbtedzLgX paycheck PSyMX
04/09/2022,-73.66,oBzenMrxbt aldi kduaV
04/01/2021,20.81,fRxKDdwWYj paycheck ykphc
26/02/2021,-33.45,PimaYtACCP etoro NvqZi
19/01/2021,-3.32,wIIsRhnoPj vanguard mCkLe
22/06/2021,79.39,gYeRBGmQiw salary enerC
17/09/2022,45.88,XpsZGaPAsk birthday gift EjkoV
13/12/2021,-28.53,ZgXivXLEbG edf energy EORlO
18/08/2021,9.12,EANKLMUaQp birthday gift maDmn
06/03/2021,1.58,YxmEDvYxcZ birthday gift TbRkj
23/06/2022,18.14,OndYZkmiMi paycheck yHYuR
22/04/2022,14.8,RjucVMsXbg birthday gift rUVPz
17/05/2022,-81.46,asKgixldYC metrolink JIwhH
05/05/2021,-69.34,OSIZUareGg ee mobile lmhCv
08/03/2022,-8.31,JVAwkErZGh coop wEMAD
22/09/2021,-19.59,oJxEgFkHcV cinema rUKcJ
28/01/2021,-38.33,kBWvcNlCTk o2 zTrXd
14/02/2022,-29.42,jhPVkcKDRR gym ilsiW
17/06/2022,59.06,OEHDZfmojf paycheck lKKUK
13/08/2021,8.67,AGVIqFtpiW paycheck FWpSu
02/03/2022,8.81,pBVvyQopuo salary WwiMM
29/05/2022,-21.78,YYAnOGYDjS octopus AAPHW
31/10/2020,49.05,ZspiHLdyWr salary jRtFd
02/05/2021,83.49,ZMBCOOvFHM birthday gift jiqjq
26/02/2022,60.6,qdbDJFMXmE birthday gift UiPtz
01/07/2022,-28.99,HZIOdbddaX marks&spencer xBDUL
10/11/2021,47.28,UuNiQtVafe birthday gift oRJvM
03/07/2021,-43.62,STLYQbvQpt cash aiEbX
13/08/2021,-46.84,KhGaSxhsuw gym OxLiz
28/10/2020,20.5,juZimswdaK salary dUGSm
31/10/2020,-0.75,ItAghqJkZc invest LmmtX
21/12/2021,5.08,kEpKjCmiLM paycheck IcVfF
09/12/2020,-7.1,EAwDYilArD cash BAeBQ
06/07/2022,-10.59,hCWqlfndjm apple amKvx
01/10/2021,12.29,xKRLPYExZf paycheck xobgu
30/07/2022,-30.24,wMCrjFvTmw marks&spencer YOJMp
13/01/2022,15.45,kZvTlYREOF salary ChzGl
22/01/2022,-30.23,evZNozOCmC bus akjbl
04/11/2021,-84.83,jKKMDSUlhb bowling mdKqu
03/03/2022,-33.57,DkuPtfBEdJ fitness ErqJG
08/08/2022,8.83,migSBMlzMX birthday gift QXoNC
21/04/2022,-63.0,RGtQgtgXFU eon GDMSE
25/09/2022,35.16,EVYdGWXdeH birthday gift VwWaL
09/03/2022,6.06,ZOVGUQESLx birthday gift JAGQo
20/10/2020,68.03,wHljJcXGwi birthday gift nJKUA
15/10/2020,29.4,nELZaMEjBl birthday gift JKkKy
04/03/2022,-2.22,vwqtlhfFhm cash NkWyb
07/04/2021,-63.02,vCZBBiiRAI three uEVDK
22/10/2021,-7.42,gapSXXNlaN etoro lEqKv
06/07/2022,91.92,PSUXWYwDZa birthday gift WXaou
02/07/2022,36.56,gUmDQMBWcs salary YtIxA
22/11/2020,-61.74,xzotxzrirD ee mobile oZorx
14/11/2020,-72.68,TIDzhTiiJp edf energy VlZFp
01/03/2021,3.91,pcuSKLHBHa paycheck KHyvE
15/02/2021,-40.99,QnGYwFyPUz adobe FiNdd
04/05/2021,-34.41,kuoKIMfTxJ ee mobile odmJf
13/04/2021,-84.51,WCpWeIvDBC three jlHTL
02/02/2021,31.71,eRwCxuuMYh paycheck BgFTn
01/01/2021,33.37,HCMmflubPe paycheck CMbzS
26/03/2021,62.85,umqplhCUBt paycheck SYQYM
19/05/2022,-8.11,pgKrWAIaOo fuel uHvNF
14/02/2022,4.73,XIwxlaktmP paycheck aOsep
16/12/2020,7.21,GpmjqAuzrt birthday gift MJYcL
26/05/2021,-21.95,qvlshfiIie trainline sOYTh
05/05/2021,79.75,ViPJKawlJr salary CMQXg
24/01/2021,-57.15,aWTeJeJaCh fuel JuETd
31/03/2021,26.15,EPboaDiIMg birthday gift kcgFS
14/03/2021,-74.33,MPtsASnhmz npower kcUiC
01/03/2021,71.29,pqjTPcQteL salary ZVlhU
01/08/2021,-49.74,JgyeJaponl slug & lettuce uhFiT
28/04/2021,49.91,vlLfnjUniP salary FdTKm
04/11/2021,13.53,InJFeiFVYR birthday gift fczhm
16/10/2021,94.41,jcaObBjeCo birthday gift PPSEt
31/12/2020,60.68,RrrRqMNGGC birthday gift grBfc
09/10/2022,36.21,BZELCWYfKD birthday gift cAgEH
23/09/2022,52.55,kCxsXZdBZu salary JHzUC
09/11/2020,39.96,IuMJNChBHY salary ykaXg
26/03/2021,-69.38,FbSvaPCNMU mcdonalds xhKyF
21/05/2022,-74.83,ropytufKpb slug & lettuce fIYFD
24/04/2021,-78.1,bmIfziBpkc three qxXUy
03/08/2022,69.17,aCHmrIxOjr salary wOQFu
09/06/2022,-21.45,wKezaoYmyI aldi vtawX
15/03/2022,-12.64,QjnADUnOvy tfgm oYMds
08/06/2022,39.06,YeiHsuJEZh paycheck TYPcP
28/12/2020,-66.19,VHzReIiYVa adobe ewxeq
09/03/2022,4.83,OmbmUszbGy birthday gift lYufS
26/11/2020,25.56,jZVwLgoNsQ birthday gift KEZJc
09/03/2021,-2.47,oMQtStPUud coop RMPjv
28/10/2020,29.97,mrdRqBaMVh paycheck UnzwS
04/06/2021,-56.7,ZPkTAdaEOH octopus bgGMu
28/01/2022,-27.18,CoQCdnRSmr fitness LRQOb
21/07/2022,-9.15,WqeUHsPZjA gym PkpND
18/09/2021,-27.98,gTEdqdKKEL shell vLMnm
21/07/2022,58.89,NuzdqbyDji paycheck sQQUL
22/11/2021,-77.78,YTLQdBCqJY npower JtCbM
28/07/2022,-41.08,FlcplSMOyM nabu casa JugtT
04/01/2021,8.68,iPAQRaIJIY salary VEhyQ
19/08/2021,49.08,JIERzGPBmZ paycheck LAUvK
23/01/2021,10.21,LNhDILauVW birthday gift fYNOL
17/08/2022,-1.48,tiZdMBMyIQ greggs HvWOd
09/02/2022,-58.87,VKeYMqvhLA spa zoIDj
08/06/2022,79.82,AsuWgBkNiC birthday gift uopGq
20/06/2022,3.01,rorNncbnoN paycheck OgXKE
27/07/2022,29.03,JtppvhRQeF birthday gift wPBGN
14/08/2021,40.67,fQiIDsAYWr birthday gift BqnXn
15/06/2021,34.08,SBLBBJJByy birthday gift FcEhE
08/10/2021,18.47,IUWCwLxuTU paycheck sBvSA
01/01/2022,-56.32,CsVxZsUwOt cinema RQRlg
04/03/2022,-42.78,OXqSUFVIoH eon LIkpt
31/03/2022,-49.65,OyrMplGBuy apple hQpKB
05/10/2022,-27.01,ovgxNLvebP etoro TJApu
14/05/2022,-16.84,VmhfMsbxhW trainline HFxDw
29/08/2022,-32.2,EQCqKOExPR mcdonalds jmgWz
10/05/2022,-17.43,ZuPVfBzZHN asda HWfSL
25/11/2021,-12.04,YJiDkLABZV edf energy lopKv
07/08/2022,-24.82,REQZfZnZPn nandos xIZkH
14/08/2022,13.67,cpMHxHRCxk birthday gift mYIex
08/10/2022,-26.5,qQcxIAMDkb metrolink jIznK
01/12/2021,25.44,DYPRVxzXfL paycheck NEtEU
14/03/2022,-18.52,CbXtPilrhR vodafone QREnd
25/02/2022,4.79,PFWxitkcZP birthday gift gaZGD
19/12/2021,-65.14,oxjTCImCCE apple HzORD
06/11/2020,-43.26,HgMnEMdalt nandos CEvID
26/04/2021,16.88,pXznmjWuZp birthday gift sQdnt
03/10/2022,-89.11,pWQIBQwhBj apple iIIYP
19/11/2021,2.09,FlProQdpqy salary eVdSt
10/04/2022,-20.45,rBkDBtUQkv invest GnTvZ
19/10/2020,23.98,duusFxzhib salary ohmsB
14/11/2020,46.88,UECuktMtCL paycheck LrBsX
18/04/2022,70.91,iDQFRDTYwX salary sUUVV
10/12/2021,-8.32,RCCEIdJfpx bowling CItUe
24/08/2021,-4.07,SJjYhlIYZe eon ukHhv
04/02/2021,-34.24,qaFrIIOxwV invest aLhLw
20/09/2021,50.75,QpZFBqNPKa salary iTfaK
10/01/2021,-7.42,gKYjrLSCaR marks&spencer rzNzj
15/07/2021,10.84,MvDdQIWsSD paycheck hGcde
31/07/2022,-2.17,bJlLrejrcs gym PhFiZ
28/01/2022,-30.48,riYgHHZPBu british gas FGkaR
16/05/2021,23.52,jKbAdVUniH paycheck KUdvI
17/09/2022,-83.8,ipBQiXecHm amzn ZIScD
14/11/2021,-9.76,EsxOozMFls john lewis eOdeU
12/05/2021,11.83,fmAIGFPhYy paycheck ahncd
21/09/2022,-31.27,vaiMBTtxvi bt QQwZk
27/12/2020,-27.02,jLAXbJvowY metrolink udKnn
25/02/2021,6.84,OmbdXcoGah salary mSKAy
13/08/2021,6.66,AtghkJCEYz birthday gift YkCnA
19/07/2021,46.32,xsQwjfHYgB paycheck aepIl
04/01/2022,20.79,fEmSfUNrwP salary coFEN
11/05/2021,-58.39,nKuSkYTfsg slug & lettuce KhxHh
03/02/2022,61.75,unnpQzXsGd salary aYTdf
25/01/2022,6.96,DnOMiaMQtd paycheck XGTBd
21/05/2022,30.04,kORdUYQJbY salary BZfSi
19/02/2022,-61.6,KprSDSjKxC british gas QgRmy
26/07/2021,20.11,QINhhxjPMI salary otjMu
16/06/2021,38.83,UZbrfDodHF birthday gift teUIf
15/09/2022,-53.1,peEAxnyhsb cash bcwAP
13/01/2022,-26.99,DvEgpaARPy cash ICleH
19/10/2020,-29.85,jPgQwWqqah nandos KeAkL
05/10/2022,-20.22,tnAmIjOjUc greggs KIlwN
16/03/2022,-0.44,SvBIFSyKjb nandos xBBtI
14/09/2022,-71.54,bMXJwwQwDM nandos WWgvx
24/02/2021,39.71,jMopSPmHct paycheck zapCK
20/09/2021,-15.85,lZbEUYOhcn marks&spencer XcdSj
04/01/2021,64.81,ytDIIdFnFG paycheck gMWNY
25/03/2022,-53.48,CrYsajeNZV npower DmOqS
22/10/2021,-13.11,BDdjgvNaJP vodafone UUkmK
21/10/2020,-46.04,WdqlqboYLP john lewis LIgiN
18/04/2022,-14.73,rQpRvrgWow o2 kTrHD
21/10/2021,-20.04,sPFSBelTDJ bowling MXOOj
17/03/2021,63.81,iVQvOHteTX salary NShOI
20/08/2021,80.65,ncGbhsBcFD birthday gift KoLtF
14/05/2022,81.05,FtBrBfjlGM paycheck Shojj
03/02/2022,11.03,CTcbervukQ birthday gift tgQEY
31/08/2021,-5.39,FtFDlldhWy three Pssok
27/12/2021,-49.65,zBJkBAPUHm coop DwOGu
08/07/2022,-58.51,AwksOmlPfb aldi KAOkd
13/04/2021,6.99,SqeUBhrLgK salary YkYMe
02/09/2021,63.82,VLSlWElAAV birthday gift GYhEl
18/01/2022,-4.58,mnXuoOuSoZ ee mobile SigYd
06/03/2022,-24.0,uABlUWGwlJ shell tkdDc
03/03/2021,7.51,lfOYaJyGjm salary PDSfb
29/07/2021,-9.87,qDFZocemLJ energy NzuSx
14/11/2020,-39.65,tpYEeQYrvC octopus FRthJ
09/10/2021,5.36,vRWQDtDZjq salary qfYfh
05/02/2021,58.97,agzxqLbNuY paycheck AZHAR
12/07/2021,-66.38,jlMlxlEoAA john lewis xoeic
02/06/2022,-26.31,wYiBrosSCk adobe KyKye
30/04/2022,-42.14,BOTzDXLTqT eon EAcDF
06/10/2022,-47.53,LFZUWjxDwx slug & lettuce uSqNV
17/12/2020,25.62,cWdckdtnqQ salary Jdjvb
26/08/2022,41.65,zCMxtRLcYn salary UcNxH
26/01/2021,51.0,rxxRkDhofT birthday gift zXjSf
18/12/2021,-33.98,JVibecSQGd nandos mtqms
12/03/2022,67.75,OohSXvPSpK salary hSkHV
12/01/2021,52.09,XriSHRvuJA paycheck hGPqG
31/07/2021,18.4,aqKITKWYDV birthday gift MDUeW
05/05/2022,2.03,XanmtiEMYv salary nuxVF
27/09/2022,-6.26,dmWpMCxhHV ee mobile rTjCx
18/12/2020,47.05,wHlPDtKxiy salary xQBoO
09/02/2021,20.66,ekMAyiruya paycheck tIOvc
02/05/2022,39.43,zIwBntdBpB salary nRTGH
11/11/2020,1.07,QrkMMIjPTl birthday gift MHFqv
19/02/2022,29.54,KfTMVrrCkO birthday gift pDgbx
18/05/2022,-24.43,hZOGXDIzwJ tfgm FPHxs
10/10/2020,-45.99,tivliwhQxG amzn KDveX
26/11/2021,-24.44,hfIVOmlAxL british gas zaLkS
21/07/2021,-1.86,pBuDgsGazM bowling WDeTU
09/01/2021,-27.15,mFhKXmPprG coop UzGEI
02/05/2021,-26.47,SlemfGSggC gym lPvsY
02/11/2020,25.18,wXyCtmQBlp paycheck JHHoy
01/08/2021,0.64,immflGphEq salary ssmOh
25/10/2021,-35.54,cDNcjcQvTE marks&spencer pVunj
25/03/2021,60.02,tNuZVelZdF salary KobsC
30/10/2021,-3.56,fuEkvjYUFv coop oNhgf
17/04/2021,34.2,uZNJvhbWTg birthday gift VgLYH
03/04/2021,-21.92,lIDhOoWIOd m&s rDojf
20/08/2021,-32.1,ljjavElbTI nabu casa BgViM
19/09/2022,30.95,FlMcDQuaBd salary YksjS
02/05/2022,63.67,BrlbuaAMZK salary oVaXK
19/08/2021,17.52,stvnivAjBD salary CVkQy
24/12/2021,69.67,YlFVSbATwp paycheck GxHql
07/04/2022,-28.12,YjllcPnuuQ fitness TcJQa
18/11/2020,77.15,yBRsYrRDpo birthday gift EeCMV
16/03/2022,3.84,ZQKCaHvaUy paycheck jpTJo
25/05/2021,-1.69,WaemaKMBNe edf energy pnMCE
14/12/2021,-2.12,hVbRCKTarz fitness Vdpes
12/07/2022,41.03,vuaenrvjdq birthday gift MbkpB
26/08/2021,30.77,OJNKeHQizK birthday gift XVHkw
19/10/2020,-48.4,iWhuEuHNoe john lewis YtxhK
11/06/2022,-58.7,fcEQkTWzwP spa kMtOX
26/07/2022,-44.95,iQaujhIWbA o2 HDjBJ
04/05/2022,-18.96,fpHsYEyjqp etoro eCxfO
26/04/2022,22.1,ajzCGrWEjn paycheck xoPOh
28/12/2021,-8.28,FhgDWmfsKr trainline RAbzX
09/02/2021,-32.27,fhCZVoAVqH trainline ZEjbC
24/12/2021,-21.88,RKYhYmHmnX nandos xJnEt
26/05/2022,-28.02,APZMlJURhk aldi PhSUV
31/03/2022,23.98,KmOLTrSciQ birthday gift YxLrF
20/12/2020,-30.64,bYEdKFAzOt tesco HRfEv
16/10/2020,71.96,wMmSlzKQTq paycheck lQvut
03/04/2022,2.09,mijSYSVdXo salary rtWhB
17/05/2022,-21.23,SQWHjRVxDr aldi DiiTZ
03/11/2021,15.88,tpmPpMsISk salary lNPoQ
13/08/2022,-4.69,kwnogxBgMG etoro hDJex
30/06/2021,83.14,TDwGVEwiAB paycheck wSLJd
20/07/2021,78.76,benEcBBfVs paycheck GmQMO
12/12/2020,29.7,qvuioroekf salary uHtBK
30/01/2022,-42.65,JhrEnrPgrn fuel dSUAp
30/04/2022,-10.12,AqGMOZmtRF coop GkHPX
01/10/2022,-22.99,LfCxRpQlEN etoro gmlBc
01/12/2021,79.94,gITrXVLbsQ salary xQwrr
15/02/2021,65.18,wTlvQsVIxc birthday gift kLZDN
15/09/2021,27.25,sZPQlhTjJi birthday gift hHYVc
11/06/2022,-57.79,ZidJElhzVv marks&spencer TsjdY
01/01/2021,36.05,IEtrFUTKbb salary QyJwC
06/11/2021,29.37,KTvjDsKtAx salary FIEMu
13/12/2021,70.6,FBiZChshCS birthday gift IhgXK
01/07/2021,47.53,bfsugHoMiF birthday gift YKSfz
25/10/2021,-23.18,QdrQnWVEuf tesco XKSzI
05/02/2021,32.82,zqScsJYiHB paycheck enMXi
17/01/2022,-39.78,LBVuDTaQcK fitness oOgEE
14/09/2022,-46.15,HandeYixfK marks&spencer bxEyM
20/09/2021,17.25,fwlczKpPVg paycheck okoPa
02/10/2021,33.14,gICetJIori salary LSfaJ
08/04/2022,60.45,xdWgOGXCfz birthday gift ylXhp
05/09/2022,21.37,LssYVDftwz paycheck QjvJw
14/03/2022,66.66,OspbrLrHYl paycheck fmFvD
15/06/2022,-14.51,glzhuUSFwY asda yKGZM
17/10/2021,-13.41,rOUzDqvLni cash dGIne
07/07/2021,-21.17,wYUxGovkGO vanguard aGLWK
05/04/2022,70.55,dRjFMHoyvx salary oEfIB
19/08/2022,57.96,tREmDJTpPG birthday gift whzKK
06/11/2021,-55.57,zhdYghoEHk cinema tGBys
10/07/2022,-26.94,sNNIBNMLSB adobe Okfhi
20/02/2022,-20.34,cSqQjFoTym m&s cPBKv
23/09/2022,-20.6,VKSELmQUNE edf energy gfwtv
02/11/2020,30.24,tAmYvjvPSw birthday gift WZNiS
06/07/2022,57.88,bGTkBEMAQw birthday gift lDRKv
17/11/2021,-1.18,tHCjxWcmbP british gas YEhcz
21/01/2021,27.82,uLYyGxqHtb salary cjDkZ
03/01/2022,-9.54,ZgWlqCWTEw shell olHBv
22/05/2021,-28.61,KKaLlkYkvP british gas eiaOF
06/05/2021,-2.23,nRfMYMQyid slug & lettuce AXBVi
19/09/2022,51.52,YDwKDbWoAs salary oXNiS
22/02/2021,-21.62,TUtjIehKAO amazon NVrzO
21/05/2021,-23.2,xEcGJnVwST asda kWvWc
20/04/2022,-54.03,poUeHwtanq eon DRmEy
30/05/2022,-52.31,WIbOKGTtib fitness euqGx
28/08/2022,86.4,MbYZCvTyqa paycheck mkyNa
17/07/2021,-46.18,toWsibPtzz vanguard MpMeb
15/03/2021,28.33,JfnNxoNRhE salary DnDTa
20/03/2022,42.67,XwUybYPreM birthday gift tsnAC
08/07/2021,-20.45,EaGUGLZXjD sainsbury YmYyo
08/05/2022,40.6,dYnqasXULX paycheck TLWeU
24/08/2022,58.78,WWsgMmYFct salary dtLCf
08/09/2021,80.04,HeMTNTuHkd paycheck dVaZU
09/02/2022,-54.24,bjzPAefWOC eon gbXkI
06/01/2022,-20.74,pZjAZANkWt cinema sFjGC
19/09/2021,39.29,JFhuCdEhpL paycheck LatxB
06/10/2021,-0.54,oBroOhVYDi ee mobile nWNNk
25/06/2021,-13.99,VNcWOnxmRa shell wvjZG
06/10/2021,-33.59,EMEmqGduNw vodafone WOTgH
17/02/2022,-36.79,cqzswakAuZ metrolink xQpyw
15/02/2021,-11.04,nBzcfrLFPk amazon qyjpr
06/03/2021,-13.36,iWeDwwVllS tesco mobile aKotD
27/01/2022,-38.9,jBdPfZUFCq npower NUOmS
22/11/2021,6.82,PnYAMGxdzq birthday gift UaFxM
27/10/2021,-20.18,UpFGkJQydz cinema rQpqp
11/04/2021,-59.25,SeIUnxFssj marks&spencer AsxYQ
06/07/2021,29.06,PqzGlZmeSC birthday gift ebBFk
22/06/2021,17.78,GAjeHGMiBf birthday gift xuoqJ
15/02/2021,13.32,icHnPeFAfD salary shXSu
18/09/2021,50.77,geEPpOobcT salary VDBMm
05/09/2022,-96.69,YpEUtaaNAX british gas KvSbt
17/09/2021,76.99,SinvkTfqVF birthday gift KMVSC
18/05/2022,-34.09,bDmcpSWBOa ee mobile dEnEw
26/06/2022,-31.2,vQwMITzKUQ tfgm oWFce
24/01/2021,2.49,rRBiUQPwvz birthday gift YzLmc
23/07/2022,-56.26,iZNGBypKto esso CWILX
22/02/2022,-60.35,mEochJZNvI bus EvjsU
09/02/2022,6.21,XJMFzfNfru paycheck IyrPx
15/01/2022,15.9,wbpDGyDyAS paycheck gFZQo
18/02/2021,-3.02,bgIlyXYpcz eon uXyPl
12/12/2021,-62.21,MYiuejPTVw bus fAKmF
27/04/2021,-27.4,QOrpakAyTN british gas ZBIRR
26/12/2020,20.35,aaPFuafogi salary uNHmP
12/10/2020,-15.04,UzaXEXEARc marks&spencer vOEec
14/03/2021,10.64,BUOucReRad paycheck TRfQV
14/09/2021,33.81,ESMmRQJtAO salary opytQ
02/08/2021,-4.75,haQvIGiADq asda GSuoY
26/02/2021,-68.73,WvpbEqqKjn cash zVzWI
19/07/2021,-2.06,hXbgfFvqDu three nTuAB
12/12/2020,-77.18,xKaYYPBNDA bt qsQJJ
04/10/2021,-2.01,PzLhDRYlyi energy XiIUH
19/05/2022,-43.91,knpGaZEWnS tesco iMwmD
12/11/2021,5.16,gYRwZMevoM birthday gift vwnSx
11/09/2022,59.08,LKOdFJycVs salary LBpYD
06/04/2021,-5.44,cUDlWhdElY fuel sPqmR
09/11/2020,25.69,mFdfVRqqWN birthday gift AtyXg
09/10/2021,55.06,VzxJfDqPDb paycheck FjgEd
08/05/2021,72.74,LaahWDNbIh birthday gift oPmmY
18/07/2021,-4.07,FWlPMpUzOR amazon zqRbz
03/04/2022,2.83,coIVhvVuIS birthday gift dPVjl
10/11/2020,48.93,HLMihoIqWN salary varay
30/08/2022,54.74,VCMPBrUloE paycheck JwnmS
07/10/2021,-20.57,tjjLJJknOr ee mobile OhgBZ
09/12/2021,41.4,geDpEGhXpf birthday gift igcuP
13/06/2021,21.34,OgIHCUHNoO birthday gift dSkVf
26/09/2021,61.71,BQpGrTOZnE birthday gift QWPHx
14/09/2022,-63.37,IfCDSutGsw amzn XmVNp
04/02/2021,53.97,DlRFKzhGvK paycheck fvMKj
08/12/2021,39.56,exzPfjlORA birthday gift YQCNn
08/03/2022,6.72,VYOtDzOmGh birthday gift XDqIG
10/09/2022,77.31,SXYmvcGVGd paycheck TUxPK
02/08/2022,39.92,rcKNzzuiSN salary oxxtN
05/12/2021,8.07,uigMqYlYTU paycheck EIOQU
17/01/2021,-38.37,biELpySLbP shell LJBrB
26/12/2021,39.08,ewWrPNDnKu paycheck juEkt
29/09/2021,-52.13,cdXyhfpHMA fuel SakNf
21/09/2021,-23.71,zXILAbLVdr adobe vLfpm
04/02/2022,-17.23,WoAgTvMkvG coop tgctp
22/12/2020,-26.88,aQnLgLlnWd asda QtuCz
20/10/2021,-14.93,aIamyVUqas vanguard gBBtO
